Room No. 1 , Exit cross_0, 
 dX[m], dY[m] , minX[m] , maxX[m], minY[m], maxY[m] 
   1.000000  ,  1.000000    ,  0.000000  ,  10.000000  ,  0.000000 ,  30.000000
4.882664276780311674e+00,3.938024245868146700e+00,3.022795737255136395e+00,3.372608165638907973e+00,3.772318720410693160e+00,4.558983715744434839e+00,5.434476114596926699e+00,5.717047428708470491e+00,5.814162994221954150e+00,5.541438375840757935e+00
2.331490916981187045e+00,9.005724538954372749e-01,1.278456907676859711e+00,1.822133036379359972e+00,2.414722991931859131e+00,3.514264823112326575e+00,4.222626112847704505e+00,4.890801225454194601e+00,4.653864252853860073e+00,4.675108053131642016e+00
1.911209505969427180e+00,1.911209505969427180e+00,6.012231427865375455e-01,1.462183417698271759e+00,1.673688430875319488e+00,2.155050585620172932e+00,2.564162970224761473e+00,3.313707313045078706e+00,3.327139511276971273e+00,3.456190344751423282e+00
2.973789224111261120e+00,9.330156520531451836e-01,1.377746778310141362e+00,1.597639774224228981e+00,1.598839749070807503e+00,1.849467483602121654e+00,2.117131701235962282e+00,2.521753600131575457e+00,2.510116983469268259e+00,2.654664541654354615e+00
5.628704675724081063e+00,3.813815182239833845e+00,2.824212964320435670e+00,2.793042976974990488e+00,2.553037099737181848e+00,2.330644725466887834e+00,2.589261889128485983e+00,3.029516654166737766e+00,2.952725910167441903e+00,2.703526577714925772e+00
7.669947014061232693e+00,5.017552855456846039e+00,3.745375949348781042e+00,3.802847108895111017e+00,3.079870304376346901e+00,2.899101190877160228e+00,3.320731790290914365e+00,4.158244506308453659e+00,4.274663095584797290e+00,3.775634917443895233e+00
8.604062239357000763e+00,6.029627453313266550e+00,4.820688803763721886e+00,4.564184109706378223e+00,3.927065093486306502e+00,3.879827572434017657e+00,4.445134140733253858e+00,4.967829737920556710e+00,4.841262323237465637e+00,4.618230361645648152e+00
8.506748715613110079e+00,6.404073004427171867e+00,5.518761987130328173e+00,5.427198641857722272e+00,4.832165603174967572e+00,5.014748477039741914e+00,5.126689098012220391e+00,5.146042790226443842e+00,5.028837327296855619e+00,4.889700823445473965e+00
9.297460210799210145e+00,7.145413575130474371e+00,6.305719182449949223e+00,5.984932795150486484e+00,5.799570564847224219e+00,6.052126244748103900e+00,5.705561293016726765e+00,5.496160610772604649e+00,5.353631091951997156e+00,5.251096039393271298e+00
9.498714217900094070e+00,7.571130715781329457e+00,6.745780066785962426e+00,6.945366505572524218e+00,6.924603602086293108e+00,6.516357404684614885e+00,6.030504080359281538e+00,5.857884692612456590e+00,5.417975883794628800e+00,5.296502446757327398e+00
1.000000000000000000e+01,8.336504030105103880e+00,7.480274386306376755e+00,7.025754453587768289e+00,7.024469645216106173e+00,6.713863494275144284e+00,6.288006006939268033e+00,6.136659497722684264e+00,5.735933145821644707e+00,5.564638388251105461e+00
