Room No. 1 , Exit trans_0, 
 dX[m], dY[m] , minX[m] , maxX[m], minY[m], maxY[m] 
   1.000000  ,  1.000000    ,  0.000000  ,  10.000000  ,  0.000000 ,  30.000000
1.336119118100561644e-03,6.805943175672830511e-03,6.530885538406520918e-02,2.696451770262326519e+00,8.439036978068672923e+00,1.000000000000000000e+01,4.095775380916279573e+00,1.183087532005934639e+00,3.084842538985610449e-01,1.257333802876288154e-01
2.971342849461158613e-03,7.116581093700361134e-03,1.823272331044273054e-01,5.138345895607361768e+00,9.296032014107677099e+00,5.477511232575662525e+00,1.067912179704747722e+00,2.438005590246345444e-01,1.216673657723989083e-01,1.239534883897944056e-01
4.439058248132068778e-03,7.000620360009149161e-03,7.272693114076601573e-01,8.439036978068672923e+00,5.684092476563869845e+00,1.005150325750573170e+00,1.744189694446819927e-01,1.129986859426534290e-01,1.394994060227300881e-01,1.692761407843268451e-01
1.238249479377188413e-03,7.533309119839041654e-03,2.967727842444796149e+00,8.148327101511380732e+00,1.260039058653758648e+00,1.653280194068559583e-01,1.403327849188784615e-01,1.725592415758912535e-01,1.866963741406300892e-01,1.819741347597944869e-01
6.464215070336959228e-05,7.419761909879017160e-03,7.555957744164611967e+00,1.259603267791659098e+00,1.320637968420670660e-01,1.725596493344033755e-01,1.811844395250808426e-01,1.559940394873955416e-01,1.345067894384675555e-01,1.049753723665872718e-01
1.698714162585267125e-10,-2.535526180552895385e-05,5.353182478066825789e-01,1.068799429411564084e-01,1.151670552957928806e-01,9.566401596740461977e-02,5.843098402577169559e-02,4.526191541377304339e-02,3.115643702072945498e-02,2.517308951593552960e-02
3.156027638567086241e-23,3.156027638567086241e-23,1.197893210131418509e-04,4.220386959677676969e-04,4.215906641462596966e-04,4.930427978544730952e-04,4.818831992308891723e-04,5.083748706900856991e-04,5.000907450721115560e-04,5.146739389268872996e-04
1.989355000662961586e-08,-3.799778188745295105e-09,4.713074741026211678e-05,2.329146363700009112e-04,2.135656592909753434e-06,6.134717695950127049e-07,3.758734186515893708e-06,5.722632987052710411e-06,2.418402658811331048e-05,4.046597163039634531e-05
2.376353864590274240e-08,9.987427601213559751e-10,6.509018938651369759e-07,2.624889449502594503e-05,1.923256457426210765e-04,2.064566152214297528e-04,1.077420840736311673e-04,3.206652624743396058e-07,9.110869109966201112e-06,6.361151732338783113e-07
2.142470176509946450e-10,9.988023329668167972e-10,1.748296524336592095e-07,8.662916930460706619e-07,2.625011841361977170e-05,1.287967278129343012e-04,2.343397011225144234e-04,2.064566078315379673e-04,1.812167818268672383e-04,7.344645134495895338e-05
1.298538793535812410e-09,2.675292040172976868e-09,1.574103936838094874e-07,1.327192278165664609e-08,3.105087152218838703e-06,3.355572543161937002e-05,1.042079278996613635e-04,1.939917785736928687e-04,2.280423180309201715e-04,2.286843870298915825e-04
1.104175447356983411e-09,2.550961626260288813e-09,1.092423590648877646e-07,1.510170557522759497e-07,1.347732026246341801e-07,7.825858593884564915e-06,3.241334961714783017e-05,8.576645455699613389e-05,1.601261407411423915e-04,2.187727227195743977e-04
3.199311400079149418e-09,2.470205994840052571e-09,7.252224538707044040e-08,1.950128440193312677e-07,1.327192278165664609e-08,1.317517795959448781e-06,1.007787385606603017e-05,3.504573320012104005e-05,7.746541364410687298e-05,1.372052144570201746e-04
4.761996604709933784e-09,2.656785931084562977e-09,6.190365874465162474e-08,9.424417111450287165e-08,2.042004919182629883e-07,1.391350697117505825e-07,2.757849161490102597e-06,1.378498488728038238e-05,3.426123203343953676e-05,6.945152652176505355e-05
4.182307382380930740e-09,2.136718662100682103e-09,3.789017253685754769e-08,1.189174724126259827e-07,1.253086088278685304e-08,2.830896406131584090e-07,4.384473787289648956e-07,4.967472486103881619e-06,1.527792425081910072e-05,3.557988232870877928e-05
5.156634025706566769e-09,2.470205994899936311e-09,3.730302969219222015e-08,5.235325452907303188e-08,9.028969546254883898e-08,1.528261841780921717e-07,1.654487847702785525e-07,1.393321725784573369e-06,6.481501305059113244e-06,1.795483999454027197e-05
3.834098000846513900e-09,1.853385353852490216e-09,2.289619861976496702e-08,7.108494119438284018e-08,1.140500674807628218e-08,1.232907663307473608e-08,2.162584436030841188e-07,4.638428423447205214e-08,2.441068384283441254e-06,8.661207947391918229e-06
4.536869678124371777e-09,2.244429477741263430e-09,2.463829854091025158e-08,7.499114416742780721e-08,6.002485428711762946e-08,1.274096854258318874e-07,3.934808358420543640e-07,3.640650824049992259e-07,6.424306597311331356e-07,3.859635395069704917e-06
3.264969393508476765e-09,1.627847843030835065e-09,1.530431428870601194e-08,4.523744499877965342e-08,8.845255669448218979e-08,1.216625616606427033e-08,2.426483670674585753e-07,4.047242367748094661e-07,8.589812183218630743e-08,1.419751861592528470e-06
3.781615708350915498e-09,2.035395134185733913e-09,1.747844673230232393e-08,5.049475672673312418e-08,4.007880640336081721e-08,9.336642199876221942e-08,1.117383447809276587e-07,3.185769973665075533e-07,3.181387038138155663e-07,2.375453459716964057e-07
2.754672394421753995e-09,1.448216241620850060e-09,1.098352081854098251e-08,3.077678371450257762e-08,6.108767102233276000e-08,1.098898427722528578e-08,1.962794158850877058e-07,4.329109535571278141e-07,5.564412062031795457e-07,2.804810012556625608e-07
3.121568337440600257e-09,1.853385353852490009e-09,1.308428105703716229e-08,3.589308941773752627e-08,2.771659987233490717e-08,4.387646537915362059e-08,8.915556781887779579e-08,2.945494949424450327e-07,4.793217728749912837e-07,4.579428986991475729e-07
2.351520163094357821e-09,1.303142858682204950e-09,8.303134902571328942e-09,2.213196716289431096e-08,4.357508938268923081e-08,9.801425183469423552e-09,1.172910599141199520e-08,1.770832590001806676e-07,3.691104063022832335e-07,4.696455469769041843e-07
2.594823463161064555e-09,1.697294462391042130e-09,1.020520378449399799e-08,2.668686469994741536e-08,1.992945756470370656e-08,3.228490866355568276e-08,6.969534547347542697e-08,2.413271649356072755e-07,2.582230159696940882e-07,4.078965002535762028e-07
2.046117415910502232e-09,1.184083604042964378e-09,6.528462411767183488e-09,1.662520997659074143e-08,3.217868853429320896e-08,8.804014537835716296e-09,1.074047850302809734e-08,1.439631694225898272e-07,3.269942947934213244e-07,5.057796323769983855e-07
2.187949393151836531e-09,1.563486201434948232e-09,8.218495481720326220e-09,2.057487506864302773e-08,1.486741061866548131e-08,2.424656435989062962e-08,5.506257882138103018e-08,6.863335732250052990e-08,2.221431277322577497e-07,3.969039786045101475e-07
1.818427473163207728e-09,1.084871489436424289e-09,5.292481696001102896e-09,1.293040392890615773e-08,2.455086885573606542e-08,4.003397050200549464e-08,9.801425183469423552e-09,1.157698856301116113e-07,1.358070036130212001e-07,2.945494949424442915e-07
1.877590460390268267e-09,1.448216241620850060e-09,6.789375084686863649e-09,1.633714322811053400e-08,1.145506145316559165e-08,1.862681074336327222e-08,2.698723659227823063e-08,5.624074522663690846e-08,1.845860572601133138e-07,3.487669342598470643e-07
1.649866148340226970e-09,1.001054266099700897e-09,4.396310924690703495e-09,1.034373569257425072e-08,1.926706289550342132e-08,3.125701006036345536e-08,8.987472540360464557e-09,9.372381056889008974e-08,1.131988674005952995e-07,2.547542394862035286e-07
1.642036213206352356e-09,1.348243902227064780e-09,5.725928634676383075e-09,1.329050084566094823e-08,2.457109774039483102e-08,1.463084153963742745e-08,2.136205362106510078e-08,4.653705185470140267e-08,1.523803491119709668e-07,1.753427933873247682e-07
